0,6856,685,0.24
1,2499,249,0.23
2,624,62,0.47
3,8939,893,0.14
4,10145,1014,0.30
5,6953,695,0.04
6,9528,952,0.04
7,1671,167,0.07
8,1417,141,0.04
9,8497,849,0.11
10,5841,584,0.05
11,8632,863,0.23
12,6405,640,0.02
13,1065,106,0.24
14,9805,980,0.62
15,9580,958,0.02
16,8378,837,0.15
17,3216,321,0.15
18,7138,713,0.15
19,8605,860,0.05
20,8923,892,0.02
21,3482,348,0.11
22,3699,369,0.02
23,3924,392,0.02
24,6834,683,0.02
25,7260,726,0.06
26,5659,565,0.06
27,5416,541,0.04
28,3871,387,0.02
29,189,18,0.10
30,7306,730,0.27
31,6229,622,0.06
32,6627,662,0.08
33,9780,978,0.08
34,2139,213,0.08
35,9058,905,0.08
36,3382,338,0.03
37,8245,824,0.04
38,3347,334,0.02
39,7843,784,0.02
40,1992,199,0.40
41,2358,235,0.40
42,586,58,0.40
43,6565,656,0.02
44,5472,547,0.02
45,7076,707,0.08
46,3500,350,0.08
47,822,82,0.02
48,6946,694,0.07
49,8246,824,0.05
50,5411,541,0.05
51,9548,954,0.19
52,1598,159,0.73
53,3853,385,0.04
54,6795,679,0.06
55,828,82,0.02
56,3588,358,0.02
57,4218,421,0.05
58,908,90,0.61
59,6018,601,0.13
60,6050,605,0.09
61,1591,159,0.12
62,2227,222,0.27
63,2147,214,0.06
64,454,45,0.07
65,1684,168,0.07
66,9119,911,0.22
67,4594,459,0.18
68,7249,724,0.02
69,10299,1029,0.17
70,9998,999,0.17
71,7811,781,0.57
72,401,40,0.11
73,7499,749,0.02
74,1165,116,0.11
75,7129,712,0.03
76,7778,777,0.03
77,9067,906,0.13
78,8747,874,0.07
79,2595,259,0.07
80,7817,781,0.02
81,3012,301,0.02
82,3321,332,0.07
83,6220,622,0.30
84,2658,265,0.02
85,8356,835,0.02
86,315,31,0.02
87,3207,320,0.04
88,4186,418,0.09
89,340,34,0.04
90,10272,1027,0.18
91,9529,952,0.06
92,7355,735,0.34
93,6210,621,0.02
94,5077,507,0.37
95,4366,436,0.02
96,9880,988,0.02
97,6527,652,0.04
98,3294,329,0.01
99,1512,151,0.01
100,5903,590,0.35
101,6999,699,0.04
102,5726,572,0.10
103,7894,789,0.04
104,1068,106,0.14
105,2225,222,0.42
106,961,96,0.42
107,3585,358,0.04
108,4015,401,0.21
109,8514,851,0.04
110,1699,169,0.04
111,8107,810,0.04
112,5484,548,0.14
113,2591,259,0.13
114,4201,420,0.02
115,1127,112,0.57
116,1495,149,0.18
117,5721,572,0.04
118,3575,357,0.15
119,6040,604,0.37
120,7520,752,0.02
121,8601,860,0.08
122,7016,701,0.02
123,2795,279,0.02
124,1210,121,0.01
125,5220,522,0.01
126,5095,509,0.06
127,6755,675,0.34
128,9802,980,0.02
129,577,57,0.02
130,4189,418,0.06
131,1788,178,0.13
132,2733,273,0.36
133,1259,125,0.08
134,3174,317,0.02
135,6747,674,0.06
136,5126,512,0.04
137,5222,522,0.04
138,10033,1003,0.17
139,10017,1001,0.08
140,9331,933,0.08
141,5523,552,0.50
142,3028,302,0.03
143,3424,342,0.06
144,181,18,0.06
145,9645,964,0.14
146,9930,993,0.37
147,6322,632,0.04
148,10107,1010,0.02
149,6832,683,0.40
150,416,41,0.06
151,3973,397,0.06
152,4821,482,0.06
153,6266,626,0.04
154,5982,598,0.04
155,6487,648,0.09
156,6509,650,0.02
157,9725,972,0.10
158,6635,663,0.10
159,631,63,0.11
160,9592,959,0.15
161,1540,154,0.05
162,8150,815,0.11
163,3439,343,0.13
164,1783,178,0.07
165,2481,248,0.07
166,6074,607,0.07
167,6825,682,0.02
168,9729,972,0.09
169,7527,752,0.04
170,2272,227,0.04
171,4586,458,0.04
172,6697,669,0.06
173,228,22,0.09
174,2472,247,0.02
175,4780,478,0.10
176,3626,362,0.02
177,10267,1026,0.07
178,8848,884,0.07
179,8911,891,0.04
