0,125000,0.24,12500
1,40000,0.23,4000
2,97000,0.47,9700
3,101000,0.14,10100
4,49000,0.30,4900
5,119000,0.04,11900
6,85000,0.04,8500
7,63000,0.07,6300
8,79000,0.04,7900
9,55000,0.11,5500
10,97000,0.05,9700
11,59000,0.23,5900
12,135000,0.02,13500
13,51000,0.24,5100
14,900000,0.62,90000
15,135000,0.02,13500
16,73000,0.15,7300
17,121000,0.15,12100
18,525000,0.15,52500
19,123000,0.05,12300
20,101000,0.02,10100
21,53000,0.11,5300
22,61000,0.02,6100
23,77000,0.02,7700
24,113000,0.02,11300
25,63000,0.06,6300
26,103000,0.06,10300
27,77000,0.04,7700
28,53000,0.02,5300
29,55000,0.10,5500
30,107000,0.27,10700
31,101000,0.06,10100
32,135000,0.08,13500
33,900000,0.08,90000
34,101000,0.08,10100
35,525000,0.08,52500
36,83000,0.03,8300
37,59000,0.04,5900
38,83000,0.02,8300
39,109000,0.02,10900
40,79000,0.40,7900
41,49000,0.40,4900
42,55000,0.40,5500
43,79000,0.02,7900
44,27500,0.02,2750
45,85000,0.08,8500
46,87000,0.08,8700
47,81000,0.02,8100
48,59000,0.07,5900
49,135000,0.05,13500
50,125000,0.05,12500
51,83000,0.19,8300
52,73000,0.73,7300
53,61000,0.04,6100
54,49000,0.06,4900
55,125000,0.02,12500
56,71000,0.02,7100
57,55000,0.05,5500
58,150000,0.61,15000
59,81000,0.13,8100
60,85000,0.09,8500
61,95000,0.12,9500
62,123000,0.27,12300
63,712500,0.06,71250
64,67000,0.07,6700
65,111000,0.07,11100
66,27500,0.22,2750
67,53000,0.18,5300
68,125000,0.02,12500
69,85000,0.17,8500
70,15000,0.17,1500
71,127000,0.57,12700
72,150000,0.11,15000
73,900000,0.02,90000
74,97000,0.11,9700
75,85000,0.03,8500
76,135000,0.03,13500
77,49000,0.13,4900
78,73000,0.07,7300
79,63000,0.07,6300
80,73000,0.02,7300
81,135000,0.02,13500
82,85000,0.07,8500
83,49000,0.30,4900
84,900000,0.02,90000
85,107000,0.02,10700
86,83000,0.02,8300
87,27500,0.04,2750
88,115000,0.09,11500
89,125000,0.04,12500
90,115000,0.18,11500
91,89000,0.06,8900
92,59000,0.34,5900
93,121000,0.02,12100
94,129000,0.37,12900
95,113000,0.02,11300
96,103000,0.02,10300
97,129000,0.04,12900
98,79000,0.01,7900
99,712500,0.01,71250
100,27500,0.35,2750
101,117000,0.04,11700
102,150000,0.10,15000
103,81000,0.04,8100
104,91000,0.14,9100
105,121000,0.42,12100
106,135000,0.42,13500
107,71000,0.04,7100
108,67000,0.21,6700
109,71000,0.04,7100
110,67000,0.04,6700
111,87000,0.04,8700
112,99000,0.14,9900
113,113000,0.13,11300
114,73000,0.02,7300
115,95000,0.57,9500
116,99000,0.18,9900
117,87000,0.04,8700
118,87000,0.15,8700
119,81000,0.37,8100
120,71000,0.02,7100
121,95000,0.08,9500
122,45000,0.02,4500
123,63000,0.02,6300
124,63000,0.01,6300
125,117000,0.01,11700
126,89000,0.06,8900
127,63000,0.34,6300
128,15000,0.02,1500
129,85000,0.02,8500
130,51000,0.06,5100
131,85000,0.13,8500
132,53000,0.36,5300
133,45000,0.08,4500
134,125000,0.02,12500
135,71000,0.06,7100
136,47000,0.04,4700
137,81000,0.04,8100
138,63000,0.17,6300
139,97000,0.08,9700
140,103000,0.08,10300
141,97000,0.50,9700
142,109000,0.03,10900
143,81000,0.06,8100
144,85000,0.06,8500
145,79000,0.14,7900
146,117000,0.37,11700
147,103000,0.04,10300
148,101000,0.02,10100
149,49000,0.40,4900
150,85000,0.06,8500
151,101000,0.06,10100
152,47000,0.06,4700
153,67000,0.04,6700
154,27500,0.04,2750
155,79000,0.09,7900
156,129000,0.02,12900
157,75000,0.10,7500
158,109000,0.10,10900
159,103000,0.11,10300
160,900000,0.15,90000
161,79000,0.05,7900
162,111000,0.11,11100
163,123000,0.13,12300
164,81000,0.07,8100
165,103000,0.07,10300
166,73000,0.07,7300
167,79000,0.02,7900
168,150000,0.09,15000
169,150000,0.04,15000
170,91000,0.04,9100
171,337500,0.04,33750
172,79000,0.06,7900
173,40000,0.09,4000
174,61000,0.02,6100
175,27500,0.10,2750
176,77000,0.02,7700
177,113000,0.07,11300
178,59000,0.07,5900
179,525000,0.04,52500
180,97000,0.17,9700
181,125000,0.60,12500
182,15000,0.04,1500
183,119000,0.04,11900
184,109000,0.08,10900
185,91000,0.08,9100
186,93000,0.08,9300
187,115000,0.02,11500
188,85000,0.04,8500
189,125000,0.02,12500
190,119000,0.06,11900
191,65000,0.02,6500
192,95000,0.19,9500
193,113000,0.02,11300
194,73000,0.04,7300
195,51000,0.04,5100
196,101000,0.02,10100
197,103000,0.15,10300
198,67000,0.15,6700
199,525000,0.08,52500
200,45000,0.29,4500
201,63000,0.06,6300
202,55000,0.06,5500
203,111000,0.38,11100
204,47000,0.04,4700
205,125000,0.06,12500
206,61000,0.04,6100
207,150000,0.04,15000
208,121000,0.04,12100
209,85000,0.08,8500
210,79000,0.08,7900
211,81000,0.17,8100
212,109000,0.07,10900
213,83000,0.02,8300
214,115000,0.37,11500
215,712500,0.06,71250
216,337500,0.04,33750
217,15000,0.04,1500
218,81000,0.08,8100
219,900000,0.02,90000
220,115000,0.04,11500
221,113000,0.04,11300
222,15000,0.02,1500
223,47000,0.21,4700
224,127000,0.06,12700
225,125000,0.02,12500
226,85000,0.02,8500
227,87000,0.02,8700
228,121000,0.02,12100
229,77000,0.10,7700
230,73000,0.10,7300
231,51000,0.10,5100
232,85000,0.02,8500
233,61000,0.04,6100
234,109000,0.36,10900
235,109000,0.02,10900
236,61000,0.15,6100
237,71000,0.03,7100
238,127000,0.02,12700
239,61000,0.27,6100
240,85000,0.27,8500
241,337500,0.04,33750
242,85000,0.02,8500
243,111000,0.06,11100
244,85000,0.03,8500
245,83000,0.01,8300
246,45000,0.11,4500
247,91000,0.11,9100
248,113000,0.14,11300
249,75000,0.01,7500
250,121000,0.12,12100
251,127000,0.01,12700
252,40000,0.01,4000
253,51000,0.11,5100
254,337500,0.02,33750
255,59000,0.02,5900
256,15000,0.72,1500
257,105000,0.11,10500
258,71000,0.04,7100
259,53000,0.04,5300
260,103000,0.06,10300
261,115000,0.06,11500
262,87000,0.13,8700
263,15000,0.02,1500
264,75000,0.02,7500
265,49000,0.04,4900
266,47000,0.04,4700
267,107000,0.04,10700
268,45000,0.15,4500
269,83000,0.81,8300
270,150000,0.04,15000
271,127000,0.04,12700
272,95000,0.06,9500
273,45000,0.86,4500
274,77000,0.04,7700
275,15000,0.06,1500
276,53000,0.06,5300
277,27500,0.02,2750
278,55000,0.07,5500
279,45000,0.03,4500
280,111000,0.03,11100
281,150000,0.03,15000
282,67000,0.15,6700
283,99000,0.19,9900
284,77000,0.02,7700
285,123000,0.28,12300
286,107000,0.04,10700
287,337500,0.34,33750
288,77000,0.08,7700
289,89000,0.12,8900
290,712500,0.30,71250
291,105000,0.04,10500
292,115000,0.30,11500
293,105000,0.38,10500
294,135000,0.08,13500
295,53000,0.06,5300
296,109000,0.08,10900
297,119000,0.06,11900
298,87000,0.39,8700
299,107000,0.39,10700
300,525000,0.06,52500
301,77000,0.09,7700
302,83000,0.48,8300
303,117000,0.06,11700
304,125000,0.04,12500
305,59000,0.39,5900
306,49000,0.39,4900
307,119000,0.08,11900
308,77000,0.82,7700
309,113000,0.02,11300
310,53000,0.33,5300
311,127000,0.33,12700
312,47000,0.03,4700
313,129000,0.03,12900
314,63000,0.02,6300
315,27500,0.02,2750
316,101000,0.02,10100
317,40000,0.06,4000
318,27500,0.02,2750
319,91000,0.08,9100
320,47000,0.09,4700
321,83000,0.02,8300
322,77000,0.02,7700
323,127000,0.19,12700
324,53000,0.19,5300
325,63000,0.04,6300
326,129000,0.07,12900
327,97000,0.02,9700
328,77000,0.02,7700
329,83000,0.02,8300
330,97000,0.02,9700
331,67000,0.02,6700
332,125000,0.07,12500
333,15000,0.46,1500
334,47000,0.07,4700
335,125000,0.07,12500
336,117000,0.02,11700
337,85000,0.02,8500
338,105000,0.15,10500
339,27500,0.63,2750
340,900000,0.13,90000
341,525000,0.13,52500
342,337500,0.11,33750
343,712500,0.13,71250
344,63000,0.01,6300
345,45000,0.01,4500
346,45000,0.01,4500
347,85000,0.02,8500
348,117000,0.13,11700
349,73000,0.77,7300
350,97000,0.02,9700
351,135000,0.04,13500
352,109000,0.02,10900
353,77000,0.02,7700
354,73000,0.07,7300
355,27500,0.29,2750
356,97000,0.29,9700
357,107000,0.02,10700
358,27500,0.04,2750
359,85000,0.02,8500
360,123000,0.48,12300
361,337500,0.48,33750
362,125000,0.48,12500
363,40000,0.02,4000
364,111000,0.08,11100
365,99000,0.14,9900
366,61000,0.09,6100
367,15000,0.09,1500
368,45000,0.06,4500
369,123000,0.05,12300
370,111000,0.03,11100
371,67000,0.47,6700
372,113000,0.52,11300
373,712500,0.52,71250
374,121000,0.03,12100
375,55000,0.44,5500
376,135000,0.02,13500
377,61000,0.02,6100
378,337500,0.08,33750
379,125000,0.02,12500
380,77000,0.02,7700
381,103000,0.02,10300
382,49000,0.04,4900
383,135000,0.01,13500
384,125000,0.34,12500
385,91000,0.34,9100
386,525000,0.34,52500
387,77000,0.05,7700
388,79000,0.08,7900
389,93000,0.02,9300
390,73000,0.84,7300
391,79000,0.09,7900
392,337500,0.02,33750
393,125000,0.02,12500
394,900000,0.06,90000
395,109000,0.04,10900
396,105000,0.04,10500
397,83000,0.32,8300
398,40000,0.02,4000
399,47000,0.02,4700
400,47000,0.15,4700
401,900000,0.34,90000
402,107000,0.28,10700
403,99000,0.03,9900
404,45000,0.29,4500
405,111000,0.04,11100
406,79000,0.04,7900
407,89000,0.32,8900
408,71000,0.37,7100
409,45000,0.37,4500
410,61000,0.37,6100
411,97000,0.40,9700
412,53000,0.04,5300
413,77000,0.02,7700
414,121000,0.80,12100
415,73000,0.02,7300
416,97000,0.33,9700
417,15000,0.33,1500
418,61000,0.08,6100
419,150000,0.02,15000
420,40000,0.04,4000
421,95000,0.23,9500
422,150000,0.23,15000
423,27500,0.08,2750
424,73000,0.02,7300
425,103000,0.02,10300
426,109000,0.06,10900
427,123000,0.20,12300
428,53000,0.38,5300
429,75000,0.04,7500
430,107000,0.04,10700
431,101000,0.04,10100
432,67000,0.04,6700
433,47000,0.14,4700
434,115000,0.02,11500
435,103000,0.09,10300
436,101000,0.02,10100
437,113000,0.02,11300
438,55000,0.02,5500
439,83000,0.30,8300
440,45000,0.14,4500
441,113000,0.33,11300
442,97000,0.33,9700
443,101000,0.09,10100
444,65000,0.13,6500
445,125000,0.13,12500
446,712500,0.37,71250
447,85000,0.37,8500
448,123000,0.06,12300
449,123000,0.04,12300
450,95000,0.64,9500
451,101000,0.08,10100
452,63000,0.52,6300
453,109000,0.35,10900
454,89000,0.41,8900
455,113000,0.41,11300
456,79000,0.06,7900
457,77000,0.05,7700
458,27500,0.04,2750
459,119000,0.02,11900
460,129000,0.23,12900
461,87000,0.23,8700
462,712500,0.36,71250
463,97000,0.21,9700
464,49000,0.21,4900
465,115000,0.02,11500
466,75000,0.29,7500
467,337500,0.29,33750
468,61000,0.02,6100
469,79000,0.07,7900
470,79000,0.04,7900
471,101000,0.04,10100
472,81000,0.27,8100
473,77000,0.02,7700
474,111000,0.10,11100
475,115000,0.10,11500
476,61000,0.10,6100
477,900000,0.06,90000
478,65000,0.06,6500
479,87000,0.04,8700
480,525000,0.04,52500
481,111000,0.08,11100
482,47000,0.06,4700
483,107000,0.02,10700
484,95000,0.06,9500
485,121000,0.04,12100
486,83000,0.09,8300
487,87000,0.27,8700
488,119000,0.23,11900
489,103000,0.35,10300
490,101000,0.06,10100
491,85000,0.06,8500
492,27500,0.06,2750
493,89000,0.08,8900
494,77000,0.02,7700
495,121000,0.05,12100
496,89000,0.04,8900
497,55000,0.21,5500
498,55000,0.04,5500
499,47000,0.10,4700
500,99000,0.03,9900
501,150000,0.45,15000
502,900000,0.25,90000
503,900000,0.06,90000
504,150000,0.17,15000
505,117000,0.17,11700
506,45000,0.38,4500
507,119000,0.06,11900
508,117000,0.02,11700
509,113000,0.13,11300
510,65000,0.03,6500
511,93000,0.02,9300
512,47000,0.02,4700
513,97000,0.56,9700
514,73000,0.78,7300
515,107000,0.12,10700
516,117000,0.37,11700
517,89000,0.37,8900
518,103000,0.12,10300
519,125000,0.20,12500
520,55000,0.10,5500
521,525000,0.06,52500
522,27500,0.02,2750
523,91000,0.21,9100
524,55000,0.21,5500
525,117000,0.04,11700
526,337500,0.15,33750
527,85000,0.02,8500
528,109000,0.04,10900
529,111000,0.16,11100
530,51000,0.13,5100
531,81000,0.20,8100
532,99000,0.06,9900
533,337500,0.38,33750
534,712500,0.02,71250
535,91000,0.06,9100
536,135000,0.06,13500
537,40000,0.11,4000
538,129000,0.18,12900
539,129000,0.05,12900
540,121000,0.13,12100
541,71000,0.04,7100
542,129000,0.03,12900
543,525000,0.07,52500
544,59000,0.13,5900
545,121000,0.02,12100
546,89000,0.21,8900
547,95000,0.02,9500
548,91000,0.02,9100
549,123000,0.04,12300
550,67000,0.04,6700
