0	0	111000	0.6	11100
1	0	79000	0.4	7900
2	0	53000	0.2	5300
3	0	81000	0.4	8100
4	0	89000	0.4	8900
5	0	91000	0.4	9100
6	0	93000	0.4	9300
7	0	51000	0.2	5100
8	0	67000	0.4	6700
9	0	83000	0.4	8300
10	0	67000	0.4	6700
11	0	150000	0.8	15000
12	0	73000	0.4	7300
13	0	109000	0.6	10900
14	0	83000	0.4	8300
15	0	79000	0.4	7900
16	0	61000	0.4	6100
17	0	79000	0.4	7900
18	0	53000	0.2	5300
19	0	27500	0.2	2750
20	0	117000	0.6	11700
21	0	123000	0.6	12300
22	0	101000	0.6	10100
23	0	99000	0.4	9900
24	0	59000	0.4	5900
25	0	15000	0.2	1500
26	0	135000	0.6	13500
27	0	59000	0.4	5900
28	0	121000	0.6	12100
29	0	113000	0.6	11300
30	0	75000	0.4	7500
31	0	55000	0.2	5500
32	0	51000	0.2	5100
33	0	127000	0.6	12700
34	0	127000	0.6	12700
35	0	27500	0.2	2750
36	0	89000	0.4	8900
37	0	85000	0.4	8500
38	0	712500	1.0	71250
39	0	73000	0.4	7300
40	0	71000	0.4	7100
41	0	117000	0.6	11700
42	0	55000	0.2	5500
43	0	109000	0.6	10900
44	0	15000	0.2	1500
45	0	123000	0.6	12300
46	0	49000	0.2	4900
47	0	135000	0.6	13500
48	0	712500	1.0	71250
49	0	115000	0.6	11500
50	100	900000	1.0	90000
51	100	337500	0.8	33750
52	100	107000	0.6	10700
53	100	105000	0.6	10500
54	100	113000	0.6	11300
55	100	150000	0.8	15000
56	100	115000	0.6	11500
57	100	900000	1.0	90000
58	100	61000	0.4	6100
59	100	105000	0.6	10500
60	100	77000	0.4	7700
61	100	93000	0.4	9300
62	100	119000	0.6	11900
63	100	91000	0.4	9100
64	100	51000	0.2	5100
65	100	49000	0.2	4900
66	100	67000	0.4	6700
67	100	59000	0.4	5900
68	100	55000	0.2	5500
69	100	85000	0.4	8500
70	100	109000	0.6	10900
71	100	89000	0.4	8900
72	100	99000	0.4	9900
73	100	55000	0.2	5500
74	100	117000	0.6	11700
75	100	47000	0.2	4700
76	100	87000	0.4	8700
77	100	121000	0.6	12100
78	100	40000	0.2	4000
79	100	75000	0.4	7500
80	100	81000	0.4	8100
81	100	77000	0.4	7700
82	100	40000	0.2	4000
83	100	81000	0.4	8100
84	100	67000	0.4	6700
85	100	79000	0.4	7900
86	100	85000	0.4	8500
87	100	113000	0.6	11300
88	100	95000	0.4	9500
89	100	113000	0.6	11300
90	100	135000	0.6	13500
91	100	150000	0.8	15000
92	100	89000	0.4	8900
93	100	75000	0.4	7500
94	100	65000	0.4	6500
95	100	105000	0.6	10500
96	100	93000	0.4	9300
97	100	65000	0.4	6500
98	100	61000	0.4	6100
99	100	51000	0.2	5100
100	200	63000	0.4	6300
101	200	91000	0.4	9100
102	200	40000	0.2	4000
103	200	117000	0.6	11700
104	200	95000	0.4	9500
105	200	89000	0.4	8900
106	200	83000	0.4	8300
107	200	15000	0.2	1500
108	200	71000	0.4	7100
109	200	113000	0.6	11300
110	200	55000	0.2	5500
111	200	150000	0.8	15000
112	200	77000	0.4	7700
113	200	101000	0.6	10100
114	200	77000	0.4	7700
115	200	113000	0.6	11300
116	200	117000	0.6	11700
117	200	111000	0.6	11100
118	200	900000	1.0	90000
119	200	27500	0.2	2750
120	200	85000	0.4	8500
121	200	40000	0.2	4000
122	200	105000	0.6	10500
123	200	97000	0.4	9700
124	200	113000	0.6	11300
125	200	83000	0.4	8300
