0,127000,0.24,12700
1,83000,0.23,8300
2,63000,0.47,6300
3,63000,0.14,6300
4,65000,0.30,6500
5,15000,0.04,1500
6,91000,0.04,9100
7,85000,0.07,8500
8,101000,0.04,10100
9,40000,0.11,4000
10,40000,0.05,4000
11,712500,0.23,71250
12,59000,0.02,5900
13,113000,0.24,11300
14,87000,0.62,8700
15,53000,0.02,5300
16,47000,0.15,4700
17,127000,0.15,12700
18,45000,0.15,4500
19,27500,0.05,2750
20,115000,0.02,11500
21,525000,0.11,52500
22,117000,0.02,11700
23,105000,0.02,10500
24,65000,0.02,6500
25,77000,0.06,7700
26,47000,0.06,4700
27,89000,0.04,8900
28,91000,0.02,9100
29,105000,0.10,10500
30,117000,0.27,11700
31,51000,0.06,5100
32,15000,0.08,1500
33,337500,0.08,33750
34,129000,0.08,12900
35,47000,0.08,4700
36,109000,0.03,10900
37,109000,0.04,10900
38,135000,0.02,13500
39,89000,0.02,8900
40,101000,0.40,10100
41,95000,0.40,9500
42,125000,0.40,12500
43,127000,0.02,12700
44,83000,0.02,8300
45,900000,0.08,90000
46,712500,0.08,71250
47,83000,0.02,8300
48,101000,0.07,10100
49,59000,0.05,5900
50,105000,0.05,10500
51,59000,0.19,5900
52,47000,0.73,4700
53,125000,0.04,12500
54,105000,0.06,10500
55,712500,0.02,71250
56,45000,0.02,4500
57,109000,0.05,10900
58,67000,0.61,6700
59,61000,0.13,6100
60,67000,0.09,6700
61,127000,0.12,12700
62,87000,0.27,8700
63,107000,0.06,10700
64,135000,0.07,13500
65,101000,0.07,10100
66,95000,0.22,9500
67,127000,0.18,12700
68,525000,0.02,52500
69,51000,0.17,5100
70,91000,0.17,9100
71,91000,0.57,9100
72,93000,0.11,9300
73,63000,0.02,6300
74,51000,0.11,5100
75,91000,0.03,9100
76,79000,0.03,7900
77,77000,0.13,7700
78,91000,0.07,9100
79,111000,0.07,11100
80,85000,0.02,8500
81,71000,0.02,7100
82,125000,0.07,12500
83,712500,0.30,71250
84,49000,0.02,4900
85,47000,0.02,4700
86,40000,0.02,4000
87,87000,0.04,8700
88,125000,0.09,12500
89,75000,0.04,7500
90,337500,0.18,33750
91,61000,0.06,6100
92,93000,0.34,9300
93,49000,0.02,4900
94,113000,0.37,11300
95,115000,0.02,11500
96,525000,0.02,52500
97,55000,0.04,5500
98,65000,0.01,6500
99,79000,0.01,7900
