937.2876999999997	0.25	1.3	1
940.3658999999998	0.35	1.0	1
944.9165999999998	0.33	1.1	1
950.9397999999998	0.27	1.1	1
958.4354999999998	0.3	1.1	1
967.1369999999998	0.33	0.9	1
977.5775999999998	0.27	1.3	1
989.0906999999999	0.37	0.8	1
1001.8095999999998	0.34	0.9	1
1015.6009999999998	0.37	0.8	1
1030.4648999999997	0.38	0.8	1
1046.4012999999998	0.41	0.8	1
1063.5434999999998	0.32	0.9	1
1082.1581999999999	0.25	1.1	1
1102.2453999999998	0.32	1.1	1
1123.6716999999999	0.33	1.0	1
1146.1705	0.41	0.8	1
1170.8084	0.23	1.6	1
1196.7854	0.29	1.0	1
1224.2349	0.33	1.1	1
1252.8901999999998	0.35	0.9	1
1282.618	0.35	0.8	1
1313.8183	0.3	1.1	1
1346.2243999999998	0.35	0.9	1
1379.8363	0.36	0.9	1
1414.7873	0.33	1.0	1
1451.4774	0.26	1.3	1
1489.5066	0.33	1.0	1
1529.4083	0.24	1.4	1
1570.6491	0.32	1.0	1
1614.5624	0.21	2.0	1
1659.6815	0.33	0.9	1
1706.1397	0.3	1.0	1
1753.6704	0.4	0.8	1
1802.5402	0.34	1.0	1
1852.8825	0.31	1.1	1
1904.4306	0.31	0.9	1
1957.3177999999998	0.34	1.0	1
2011.4107999999999	0.36	0.9	1
2066.9763	0.32	1.1	1
2123.7475999999997	0.36	0.9	1
2182.1247	0.29	1.2	1
2242.2409	0.32	1.3	1
