128916.90000000002	0.48	0.5	1
128950.50000000003	0.25	1.1	1
128990.40000000002	0.61	0.3	1
129049.20000000003	0.34	0.9	1
129116.40000000002	0.55	0.4	1
129202.50000000003	0.35	0.9	1
129305.40000000002	0.36	0.8	1
129433.50000000003	0.27	1.2	1
129567.90000000002	0.63	0.3	1
129717.00000000003	0.38	0.7	1
129889.20000000003	0.34	1.1	1
130084.50000000003	0.33	1.1	1
130292.40000000002	0.37	0.6	1
130517.10000000002	0.34	0.8	1
130762.80000000002	0.3	1.0	1
131025.30000000002	0.36	0.8	1
131310.90000000002	0.27	1.1	1
131613.30000000002	0.37	0.8	1
131936.7	0.33	1.0	1
132279.0	0.34	0.9	1
132638.1	0.41	0.8	1
133011.9	0.4	0.7	1
133408.8	0.35	1.1	1
133822.5	0.37	0.8	1
134248.8	0.44	0.6	1
134696.09999999998	0.31	1.0	1
135162.3	0.3	0.9	1
135636.9	0.55	0.4	1
136126.19999999998	0.34	0.7	1
136636.49999999997	0.29	1.0	1
137161.49999999997	0.35	0.7	1
137701.19999999998	0.43	0.7	1
138261.9	0.32	1.0	1
138837.3	0.38	0.7	1
139429.5	0.39	0.8	1
140038.5	0.37	0.8	1
140670.6	0.3	1.1	1
141319.5	0.32	0.8	1
141976.8	0.58	0.4	1
142650.9	0.35	0.8	1
143348.1	0.3	1.1	1
144064.2	0.29	0.9	1
144803.40000000002	0.31	1.1	1
145563.60000000003	0.35	1.0	1
