1.0734	0.31	0.4	1
3.2201999999999997	0.28	0.4	1
6.1737	0.37	0.3	1
9.933900000000001	0.4	0.3	1
14.500800000000002	0.41	0.3	1
20.1411	0.38	0.4	1
26.5881	0.36	0.3	1
34.6418	0.22	0.6	1
44.0355	0.2	0.5	1
54.5026	0.3	0.4	1
65.7764	0.48	0.3	1
77.8569	0.37	0.3	1
90.7441	0.46	0.3	1
104.1713	0.46	0.2	1
118.67190000000001	0.31	0.4	1
133.97920000000002	0.38	0.3	1
150.62650000000002	0.24	0.5	1
168.34720000000002	0.29	0.4	1
186.87460000000002	0.36	0.3	1
206.20870000000002	0.43	0.3	1
226.34950000000003	0.35	0.3	1
247.29700000000003	0.39	0.3	1
269.05120000000005	0.37	0.3	1
291.61210000000005	0.33	0.3	1
315.77970000000005	0.21	0.6	1
340.754	0.3	0.3	1
366.2683	0.55	0.2	1
392.3226	0.43	0.2	1
419.1836	0.42	0.3	1
447.38460000000003	0.26	0.5	1
476.1256	0.6	0.2	1
505.94	0.28	0.4	1
